610232	삼성물산(주)	상장	정연주/김신	19520111	19751212	12	7,860	대기업	(137-857)서울 서초구 서초2동 1321-20	02-2145-2114	무역(전자제품,중화학제품)/종합건설공사,주택건설공사	G46800상품 종합 도매업	우리은행	6
380458	삼성SDI(주)	상장	박상진	19700120	19790227	12	7,486	대기업	(446-902)경기 용인시 기흥구 공세동 428-5	031-8006-3100	칼라브라운관,PDP,평판표시관,모니터,휴대용 디스플레이,폴리머전지(2차전지),초박형브라운관,전계발광소자 제조,판매	C26291전자관 제조업	우리은행	6
087941	씨제이엠디원(주)	외감	박순범	20021001	0	12	7,410	대기업	(100-400)서울 중구 쌍림동 292 씨제이제일제당빌딩 11층	02-6390-8823	판매관리서비스,인스토어머천다이징,교육훈련,시장조사	N75999그외 기타 분류안된 사업지원 서비스업	우리은행	7
820040	삼성엔지니어링(주)	상장	박기석	19700120	19961224	12	7,249	대기업	(134-090)서울 강동구 상일동 500 삼성GEC	02-3458-3000	산업설비,건물,구축물,토목시설의 설계,시공,공사감리	M72129기타 엔지니어링 서비스업	우리은행	5
380130	현대모비스(주)	상장	정몽구/전호석	19770701	19890905	12	7,085	대기업	(135-977)서울특별시 강남구 역삼동 테헤란로 203	02-2018-5114	자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)	C30201차체 및 특장차 제조업	한국외환은행	4
975494	(주)에스텍시스템	외감	이병화	19990101	0	12	7,081	대기업	(135-240)서울특별시 강남구 개포로 619	1577-0722	시설경비,신변보호,특수경비,건물시설관리/이동형보안문서 보관,파쇄	N75310경비 및 경호 서비스업	우리은행	6
812536	(주)엘지씨엔에스	외감	김대훈	19870114	0	12	6,911	대기업	(100-876)서울 중구 회현동2가 10-1 프라임타워	02-6363-5000	시스템통합구축,소프트웨어 개발,자료조사처리/물류자동화 컨설팅	J62021컴퓨터시스템 통합 자문 및 구축 서비스업	우리은행	5
910147	한화호텔앤드리조트(주)	외감	홍원기	19790320	0	12	6,857	대기업	(100-797)서울 중구 장교동 1 한화빌딩 8층	02-729-3819	콘도미니엄,종합휴양 및 관광숙박업(한화콘도),골프장 운영,체육시설 운영	I55113휴양콘도 운영업	우리은행	7
284416	(주)유니에스	외감	이용훈	19901102	0	12	6,800	대기업	(135-716)서울 강남구 삼성2동 141 성원빌딩 11층	02-1566-9797	인력공급,근로자파견,경비,건물시설유지관리 용역	N75120인력공급업	신한은행	3
I66472	한국타이어(주)	상장	서승화	20120901	20121004	12	6,696	대기업	(135-723)서울특별시 강남구 역삼동 테헤란로 133	02-2222-1000	타이어 제조	C22111타이어 및 튜브 제조업	한국산업은행	0
500143	GS건설(주)	상장	허창수/허명수/우상룡/임병용	19691219	19810803	12	6,647	대기업	(100-722)서울 중구 남대문로5가 537 GS역전타워	02-728-1114	토목공사,건축공사,주택공사,산업플랜트공사,리모델링공사,시설물유지관리공사/산업설비설계,감리 용역,수출입/에너지관리 진단,연구개발	F41220토목시설물 건설업	신한은행	6
382647	두산중공업(주)	상장	박지원/한기선	19620920	20001025	12	6,595	대기업	(642-792)경상남도 창원시 성산구 두산볼보로 22	055-278-6114	기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설	C29119기타 기관 및 터빈 제조업	한국외환은행	6
064847	(주)LG유플러스	상장	이상철	19960711	20080421	12	6,486	대기업	(100-095)서울 중구 남대문로5가 827 LG유플러스타워	070-4080-1114	개인휴대통신서비스,음성서비스,데이터서비스,부가통신/단말기 도소매/프로그램 개발,자료제공	J61220무선통신업	우리은행	6
768341	(주)맥킴	외감	션뉴튼	19910912	0	12	6,451	대기업	(614-846)부산 부산진구 부전2동 241-16	070-7018-4500	패스트푸드 레스토랑(맥도날드) 운영,프랜차이즈	I56192피자, 햄버거, 샌드위치 및 유사 음식점업	신한은행	10
103806	앰코테크놀로지코리아(주)	외감	김주호	19990512	0	12	6,428	대기업	(500-733)광주광역시 북구 대촌동 앰코로 100	062-970-7050	전자직접회로,반도체패키징 제조,도매	C26110전자집적회로 제조업	우리은행	5
851884	(주)제니엘	외감	박인주	19960115	0	12	6,397	대기업	(137-873)서울 서초구 서초3동 1554-2 순영빌딩	02-580-0123	인력공급(아웃소싱,의료간병,카드특송업무,경비,청소,소독,건물관리,텔레마케터외 각종분야)	N75120인력공급업	국민은행	5
116446	홈플러스(주)	외감	이승한/설도원	19990501	0	2	6,177	대기업	(135-513)서울 강남구 역삼1동 701-2 삼정개발빌딩 17층	02-3459-8000	종합식품 소매/통신판매/경영상담	G47119기타 대형 종합 소매업	우리은행	5
494292	CJ제일제당(주)	상장	손경식/이재현/김철하	20070901	20070928	12	6,002	대기업	(100-400)서울특별시 중구 쌍림동 동호로 330 CJ제일제당센터	02-6740-1114	설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매	C10720설탕 제조업	0	6
157533	효성아이티엑스(주)	상장	남경환	19970509	20071025	12	5,911	대기업	(150-967)서울 영등포구 양평동4가 2 이레빌딩 2층	02-2102-8400	텔레마케팅,근로자파견,교육위탁,통신판매	N75991콜센터 및 텔레마케팅 서비스업	우리은행	6
111010	(주)유베이스	외감	박대용	19990104	0	12	5,828	대기업	(140-844)서울 용산구 용산동5가 2-2 1층	032-622-0114	콜센터/컴퓨터,주변기기 유지보수,도소매,임대	N75991콜센터 및 텔레마케팅 서비스업	신한은행	5
147481	르노삼성자동차(주)	외감	프랑수아프로보	20000714	0	12	5,746	대기업	(618-722)부산 강서구 신호동 185 르노삼성자동차	080-300-3000	승용차,여객용자동차,자동차엔진용부품 제조,도매,무역/문화교육/부동산 임대	C30121승용차 및 기타 여객용 자동차 제조업	우리은행	7
830720	케이텍맨파워(주)	외감	박영진	19980401	0	12	5,500	대기업	(137-864)서울 서초구 서초1동 1425-11 혜준빌딩 5층	02-554-3579	근로자파견,전문인력컨설팅,용역경비/통신판매	N75120인력공급업	신한은행	4
152018	두산인프라코어(주)	상장	김용성/이오규	20001023	20010202	12	5,436	대기업	(401-804)인천 동구 화수1동 7-11	032-211-1114	굴삭기,엔진 제조,도소매	C29241토목공사 및 유사용 기계장비 제조업	한국산업은행	6
500070	대림산업(주)	상장	이해욱/김윤/박찬조	19391010	19760202	12	5,420	대기업	(110-732)서울특별시 종로구 수송동 종로1길 36	02-2011-7114	산업플랜트공사,건축,토목,폴리에틸렌,폴리부텐,각종폴리머 제조,기술용역	F41225산업플랜트 건설업	우리은행	5
810053	삼성에버랜드(주)	외감	김봉영	19631223	0	12	5,389	대기업	(100-742)서울특별시 중구 태평로2가 세종대로 67	02-759-0133	레저문화,리조트개발사업,골프장 운영/자산관리,환경개발/조경공사/급식,식자재유통	R91210유원지 및 테마파크 운영업	우리은행	4
500283	SK건설(주)	외감	최광철/조기행	19620221	0	12	5,171	대기업	(110-300)서울 종로구 관훈동 192-18	02-3700-7114	토목공사,주택건설,플랜트공사	F41229기타 토목시설물 건설업	하나은행	7
310476	롯데칠성음료(주)	상장	이재혁	19671129	19730621	12	5,141	대기업	(137-857)서울 서초구 서초2동 1322-1	02-3479-9114	청량음료,과채류음료,곡류음료,주류 제조,판매/자동차정비,연수원	C11209기타 비알콜음료 제조업	우리은행	5
520047	한전KPS(주)	상장	태성은	19840327	20071214	12	5,131	대기업	(463-726)경기도 성남시 분당구 정자일로 45	031-710-4114	일반전기공사,발전설비정비공사,점검,수리,엔지니어링	F42311일반전기 공사업	농업협동조합	3
320196	제일모직(주)	상장	박종우/윤주화	19540915	19750515	12	5,100	대기업	(730-710)경북 구미시 공단2동 290 제일모직	054-468-2114	합성수지(ABS,PS),반도체용봉지제,초박막액정표시장치용 컬러 레지스터,반도체표면연마제,휴대폰케이스,골덴텍스,장미사,골덴니트,남성복,여성복,모직물 제조	C20302합성수지 및 기타 플라스틱물질 제조업	우리은행	4
820482	(주)에스원	상장	윤진혁/마끼야사네노리	19771128	19960130	12	5,080	대기업	(100-773)서울 중구 순화동 168 에스원빌딩 17층	1588-3112	부가통신 서비스(경비),안전관리용역,CCTV카메라	N75310경비 및 경호 서비스업	우리은행	2
500577	현대건설(주)	상장	정수현	19500110	19841222	12	5,058	대기업	(110-920)서울 종로구 계동 140-2 현대건설빌딩	02-746-1114	종합건설,주택분양,건설산업부문 설계,감리	F41000종합 건설업	한국외환은행	5
380784	삼성테크윈(주)	상장	김철교	19770801	19870527	12	5,023	대기업	(642-120)경남 창원시 성산구 성주동 28	055-260-2114	CCTV감시카메라,광디지탈,반도체장비,항공기엔진,특수방산장비 제조	C26421방송장비 제조업	우리은행	5
004948	(주)다이소아성산업	외감	박정부	19920201	0	12	5,000	대기업	(135-857)서울 강남구 도곡1동 545-7	02-579-6016	생활용품 도소매	G46499그외 기타 가정용품 도매업	한국외환은행	6
213790	금호타이어(주)	상장	박삼구/김창규	20031201	20050217	12	4,979	대기업	(506-711)광주 광산구 소촌동 555 금호타이어(주)	062-940-2114	타이어,튜브 제조,도매,무역	C22111타이어 및 튜브 제조업	한국산업은행	8
270954	(주)삼구아이앤씨	외감	구자관/동일범	19760525	0	12	4,954	대기업	(156-848)서울 동작구 신대방2동 362-43	02-825-2429	경비,청소,시설물유지관리,인력 파견(보안관리,환경관리,시설관리,호텔관리,병원관리)	N75310경비 및 경호 서비스업	우리은행	4
133990	홈플러스테스코(주)	외감	이응암	19940308	0	12	4,828	대기업	(302-858)대전 서구 탄방동 592	042-488-8350	대형종합소매/전자상거래	G47119기타 대형 종합 소매업	한국씨티은행	7
500062	(주)케이씨씨	상장	정몽진/정몽익	19580812	19730625	12	4,766	대기업	(137-855)서울 서초구 서초4동 1301-4	02-3480-5000	건축용단열재,내외장재,스레트,밤라이트,암면,석고보드,판유리 제조	C23324섬유시멘트 제품 제조업	한국외환은행	5
387586	(주)아모레퍼시픽	상장	서경배/심상배/권영소/배동현	20060607	20060629	12	4,724	대기업	(140-871)서울 용산구 한강로2가 181	02-709-5114	화장품,생활용품 제조,판매	C20433화장품 제조업	우리은행	1
310123	(주)농심	상장	신동원/박준	19650918	19760630	12	4,626	대기업	(156-709)서울 동작구 신대방2동 370-1 농심사옥	02-820-7114	라면,스낵,유지 제조,도매,수출입	C10730면류, 마카로니 및 유사식품 제조업	우리은행	2
810045	(주)GS리테일	상장	허승조	19710213	20111223	12	4,453	대기업	(150-944)서울 영등포구 문래동6가 10 GS강서타워	02-2005-1114	체인화 편의점,슈퍼마켓,마트,전자상거래/부동산(빌딩) 임대	G47122체인화 편의점	하나은행	5
380938	쌍용자동차(주)	상장	이유일	19621206	19750529	12	4,344	대기업	(459-711)경기 평택시 칠괴동 150-3 쌍용자동차(주)	031-610-1114	자동차,자동차부품,차륜,정비 제조/도소매	C30201차체 및 특장차 제조업	0	7
273880	아이서비스(주)	외감	김세민	19920116	0	12	4,332	대기업	(135-881)서울 강남구 삼성1동 160-28 아이파크타워2	02-2008-8555	시설물유지관리,청소용역/건축공사,실내장식공사	N74100사업시설 유지관리 서비스업	한국외환은행	5
517194	(주)씨앤에스자산관리	코스닥상장	박기준	19800108	19970123	12	4,324	대기업	(110-756)서울 종로구 적선동 80 적선현대 제1빌딩 907호	02-732-9676	건물종합관리(미화,경비),광역시설경비,시설물유지관리보수,전기관련시설관리,광고대행,부동산 임대	N74211건축물 일반 청소업	하나은행	5
001471	(주)케이티앤지	상장	민영진	19870401	19991008	12	4,313	대기업	(306-712)대전 대덕구 평촌동 100 KT&G	042-939-5000	잎담배,제조담배,홍삼,홍삼제품 제조,판매	C12002담배제품 제조업	농업협동조합	2
124521	현대삼호중공업(주)	외감	하경진	19981104	0	12	4,300	대기업	(526-701)전라남도 영암군 대불로 93	061-460-2114	선박 건조,수리,운반하역설비(크레인),해양철구조물,선박기자재 제조,도매/스포츠단(씨름) 운영	C31111강선 건조업	한국외환은행	6
158130	(주)대우건설	상장	서종욱	20001227	20010323	12	4,267	대기업	(110-061)서울 종로구 신문로1가 57	02-2288-3114	아파트건설,토목공사,건축공사,포장공사,전기공사,무역/중장비 대여	F41112아파트 건설업	우리은행	8
310204	롯데제과(주)	상장	김용수/신동빈	19670324	19740216	12	4,251	대기업	(150-105)서울 영등포구 양평동5가 21	02-2670-6114-5	과자류,빙과류,껌 제조	C10713코코아 제품 및 과자류 제조업	우리은행	3
040301	삼성코닝정밀소재(주)	외감	박원규	19950421	0	12	4,245	대기업	(730-735)경상북도 구미시 3공단3로 242	054-470-4130	LCD용 정밀평판유리(초박막액정표시장치용 기판유리) 제조	C23129기타 산업용 유리제품 제조업	우리은행	2
123309	(주)디아이디	코스닥상장	박성수/우에다 켄지	19980901	20050727	12	4,190	대기업	(331-220)충남 천안시 서북구 백석동 739	041-621-7541	LCD관련부품,전자부품 제조,도소매,수출입,해외상사대리	C26211액정 평판 디스플레이 제조업	한국외환은행	7
502146	(주)포스코건설	외감	정동화/유광재	19820202	0	12	4,177	대기업	(790-300)경북 포항시 남구 괴동동 568-1	054-280-3114	토목건축공사,환경플랜트공사/철강플랜트 엔지니어링/주택건설/철,금속공작물 제조/자동창고,용역/부동산임대	F41220토목시설물 건설업	우리은행	6
135082	(주)만도	상장	신사현/성일모	19991227	20100519	12	4,126	대기업	(451-821)경기 평택시 포승면 만호리 343-1	031-680-6114	자동차부품(제동장치,조향장치,현가장치) 제조,판매/부동산 임대	C30399그외 기타 자동차 부품 제조업	한국외환은행	4
710083	씨제이대한통운(주)	상장	이채욱/손관수	19301115	19560702	12	4,094	대기업	(100-814)서울 중구 서소문동 58-12	02-3782-0114	육상화물운송,보관,하역,해상운수,렌트카,유통,항만부두 운영	H49310화물자동차 운송업	하나은행	5
170044	(주)트랜스코스모스코리아	외감	하헌식/스베타카시	20010523	0	12	4,077	대기업	(140-872)서울 용산구 한강로2가 44-3	02-790-8074	텔레마케팅,고객관계관리 구축,콜센터시스템 구축,근로자파견	N75991콜센터 및 텔레마케팅 서비스업	한국외환은행	4
810185	(주)SK텔레콤	상장	하성민	19840420	19891107	12	4,074	대기업	(100-844)서울 중구 을지로2가 11	02-6100-2114	이동전화,무선호출서비스,부가통신	J61220무선통신업	한국스탠다드차타드제일은행	4
312703	(주)파리크라상	외감	정태수	19870115	0	12	4,027	대기업	(462-807)경기 성남시 중원구 상대원1동 149-3	031-740-5500	빵,케이크,과자,분식식품 제조,판매	C10712빵류 제조업	신한은행	4
814261	에스케이씨앤씨(주)	상장	정철길	19910413	20091111	12	4,013	대기업	(463-847)경기 성남시 분당구 정자동 25-1 SK U-타워 26층	02-6400-0114	시스템통합(SI),정보통신사업 컨설팅,조사용역/정보통신기술 연구개발/소프트웨어,정보통신기기 개발,도매	J62021컴퓨터시스템 통합 자문 및 구축 서비스업	하나은행	6
310239	대상(주)	상장	명형섭	19560131	19700401	12	3,934	대기업	(130-706)서울 동대문구 신설동 96-48 대상빌딩	02-2220-9500	전분,라이신,물엿,과당,포도당,MSG및 사료,조미료,항생제,핵산,커피 제조,도매/토목공사,건축공사	C10620전분제품 및 당류 제조업	우리은행	5
254525	한전산업개발(주)	상장	최준규	19900411	20101216	12	3,929	대기업	(100-813)서울 중구 서소문동 47-2 한산빌딩	02-2250-2700	전기검침용역,발전설비 정비,운전/부동산 임대/태양광공사	N75999그외 기타 분류안된 사업지원 서비스업	신한은행	3
610259	SK네트웍스(주)	상장	문덕규	19560324	19770630	12	3,912	대기업	(440-816)경기 수원시 장안구 영화동 104-28	070-7800-2114	종합무역업(전자전기제품,섬유,에너지화학제품,철강금속제품),의류,수입산합판,MDF판매,정보통신사업,에너지유통사업	G46800상품 종합 도매업	하나은행	6
119613	현대로템(주)	외감	한규환	19990701	0	12	3,877	대기업	(641-808)경상남도 창원시 의창구 대원동 85	055-273-1341	철도차량,부품,특수중기,부품,산업기계,산업용보일러,항공기계부분품 제조,판매,수출입,관련기술용역	C31201기관차 및 기타 철도차량 제조업	한국외환은행	6
121443	(주)맨파워코리아	외감	문용기	19990118	0	12	3,844	대기업	(135-876)서울 강남구 삼성2동 141-28,29,30 동신빌딩 11층	02-6677-9900	근로자파견/경영관련 컨설팅	N75120인력공급업	신한은행	4
350893	(주)한화	상장	김승연/심경섭/박재홍	19521028	19760624	12	3,838	대기업	(100-797)서울 중구 장교동 1 한화빌딩 24층	02-729-1114	화약,화공품,자동선반류,공작기계 제조,전자교환기,건설,정보통신,종합무역/임직원 및 개인대상 교육,세미나 및 워크샵 중계,동영상광고	C20494화약 및 불꽃제품 제조업	우리은행	6
613827	코웨이(주)	상장	홍준기	19890522	20010807	12	3,813	대기업	(314-895)충남 공주시 유구읍 유구리 658	041-850-7811-5	렌탈 서비스(정수기,비데, 필터교환 등), 가정용기기 도매,판매,제조,폐기물처리설비,수출(정수기,청정기)	C29175액체 여과기 제조업	하나은행	2
812579	(주)에이디티캡스	외감	브래들리캔트벅월터	19710122	0	9	3,803	대기업	(135-873)서울 강남구 삼성1동 108-9 정석 제1빌딩	02-3485-9228	종합경비,도난,경보기기,시스템관리,빌딩경비실관리,무인경비시스템	N75310경비 및 경호 서비스업	한국씨티은행	2
203952	(주)협동기획	외감	김환회	20010102	0	12	3,800	대기업	(138-828)서울 송파구 방이2동 45-2 금복빌딩 3층	02-560-9100	근로자 파견,경비,건물관리,주차관리	N75120인력공급업	농업협동조합	3
620106	(주)이랜드리테일	외감	윤여영	19781222	0	12	3,787	대기업	(137-908)서울 서초구 잠원동 70-2	02-509-5500	생필품,의류,잡화,전자제품 도소매	G47111백화점	한국스탠다드차타드제일은행	6
F50480	(주)코디서비스코리아	외감	김재열	20051202	0	12	3,785	중소기업	(440-851)경기도 수원시 장안구 파장동 경수대로1220번길 23	0	인력공급	N75120인력공급업	0	4
115664	(주)씨큐어넷	외감	이광호	19980113	0	12	3,750	대기업	(152-842)서울 구로구 구로5동 106-8 씨큐어넷빌딩 10층	02-2166-3415	경비용역,근로자파견/전자경비배선공사/정보통신기기(감지시스템) 제조	N75310경비 및 경호 서비스업	한국외환은행	7
027952	(주)범한판토스	외감	배재훈/조원희	19770201	0	12	3,721	대기업	(150-709)서울 영등포구 여의도동 23-3 하나증권빌딩 18층	02-3771-2114	해운,항공화물운송주선,항공운송대리점/창고보관	H52991화물운송 중개, 대리 및 관련서비스업	신한은행	4
162210	(주)LG생활건강	상장	차석용	20010401	20010425	12	3,682	대기업	(110-062)서울 종로구 신문로2가 92 LG광화문빌딩	02-3777-1114	화장품,생활용품 제조,도매	C20433화장품 제조업	우리은행	3
380903	(주)현대미포조선	상장	최원길	19750428	19831220	12	3,671	대기업	(682-712)울산광역시 동구 방어진순환도로 100	052-250-3114	선박수리,선박개조,선박신조	C31111강선 건조업	한국외환은행	5
351253	넥센타이어(주)	상장	이현봉/강병준	19580411	19760519	12	3,653	대기업	(626-230)경남 양산시 유산동 30	055-370-5114	타이어,후랩,고무제타이어(승용자동차용,래디알구조) 제조	C22111타이어 및 튜브 제조업	한국씨티은행	6
F03302	코오롱인더스트리(주)	상장	이웅열/박동문	20100101	20100201	12	3,606	대기업	(427-800)경기 과천시 별양동 1-23 코오롱타워	02-3677-3114	합성섬유,재생섬유,합성수지,필름 제조	C20501합성섬유 제조업	우리은행	6
620114	(주)현대그린푸드	상장	정지선/오흥용/장호진	19710615	19890822	12	3,532	대기업	(448-503)경기 용인시 수지구 동천동 853-1	031-525-2233	백화점,여행알선,숙박,음식점/부동산 임대	G47111백화점	하나은행	3
630020	(주)호텔롯데	외감	송용덕/신격호/이동우/이원준	19730226	0	12	3,509	대기업	(100-070)서울 중구 소공동 1	02-771-1000	관광호텔(음식숙박업,면세점,종합휴양)	I55111호텔업	신한은행	5
368945	(주)캡스텍	외감	박훈영	20050101	0	9	3,479	대기업	(135-873)서울특별시 강남구 삼성동 영동대로112길 36	02-510-8512	경비 용역	N75310경비 및 경호 서비스업	신한은행	4
924016	(주)코스트코코리아	외감	프레스톤씨드래퍼	19980601	0	8	3,461	대기업	(423-090)경기도 광명시 일직로 40	02-2630-2699	창고형 할인매장	G47119기타 대형 종합 소매업	HSBC은행	4
